county,state,# total covid cases,# covid cases per 100k,# covid deaths,population,# covid deaths per 100k,case_fatality_rate
Union County,Indiana,2046,29004.819960306206,21,7053,297,0.010263929117110014
Jackson County,Arkansas,6135,36694.77839583707,63,16718,376,0.0102689484878737
Warren County,North Carolina,4381,22203.638943794027,45,19730,228,0.010271627247851467
Walworth County,Wisconsin,27341,26322.832826279508,281,103867,270,0.010277605024404356
Westchester County,New York,264448,27332.957108276332,2720,967505,281,0.010285575988366115
Ottawa County,Michigan,76277,26137.477298427166,785,291829,268,0.010291437772472123
Johnson County,Wyoming,1845,21847.246891651866,19,8444,225,0.010298102422867078
Chemung County,New York,22603,27083.732745398775,233,83455,279,0.010308366100480616
Jefferson County,Kentucky,228182,29759.363135908767,2357,766756,307,0.010329473836529842
Cassia County,Idaho,5032,20940.4910528506,52,24029,216,0.010333863069676806
Dearborn County,Indiana,13431,27156.375106150674,139,49457,281,0.010349192090319469
Calhoun County,Arkansas,965,18597.032183465024,10,5188,192,0.010362693226663914
Abbeville County,South Carolina,6655,27133.36323235618,69,24526,281,0.010368144096646971
Johnson County,Nebraska,868,17116.93945967265,9,5070,177,0.010368662399923687
Guadalupe County,Texas,38361,22991.722955761867,398,166846,238,0.01037512053811131
Gates County,North Carolina,1926,16658.017644006228,20,11561,172,0.010384215452532947
Jackson County,Indiana,12513,28290.11326897425,130,44230,293,0.010389195153926356
Chase County,Kansas,673,25415.407854984893,7,2647,264,0.010401187161784968
Becker County,Minnesota,8934,25953.57754989397,93,34422,270,0.010409670803563122
Thomas County,Nebraska,96,13296.398891966759,1,721,138,0.010416655815983524
Pope County,Illinois,960,22983.00215465645,10,4176,239,0.010416665581597335
St. Charles Parish,Louisiana,13920,26214.689265536723,145,53099,273,0.010416666591834291
Pennington County,South Dakota,32903,28919.358382773014,343,113774,301,0.010424581313483327
Brazoria County,Texas,94245,25181.422739029134,983,374263,262,0.010430261541269815
Sanborn County,South Dakota,575,24530.71672354949,6,2343,256,0.010434780793951166
Nowata County,Oklahoma,2779,27580.389043271138,29,10075,287,0.010435408044785604
Haskell County,Oklahoma,2778,22000.475172249942,29,12626,229,0.010439164491030795
Lewis and Clark County,Montana,17709,25505.53059108192,185,69431,266,0.010446665478306706
Ramsey County,Minnesota,129009,23442.499922772346,1348,550320,244,0.010448883403135531
Crow Wing County,Minnesota,16266,25003.45861194374,170,65054,261,0.010451247937715185
Ionia County,Michigan,16828,26010.479620384252,176,64696,272,0.010458759148688143
Aiken County,South Carolina,41767,24443.44304508638,437,170871,255,0.010462805539150992
King and Queen County,Virginia,1146,16313.167259786474,12,7024,170,0.010471203274764113
Edgefield County,South Carolina,6779,24867.93837123991,71,27259,260,0.010473521013814411
Barron County,Wisconsin,13743,30375.298382105913,144,45243,318,0.01047806148236876
Carlton County,Minnesota,9257,25806.361684926545,97,35870,270,0.010478556654655325
Logan County,Illinois,9922,34670.48710601719,104,28617,363,0.010481757604497505
Gulf County,Florida,4292,31468.582740670136,45,13638,329,0.010484622309305166
Kiowa County,Kansas,667,26949.494949494947,7,2474,282,0.010494751050262211
Oconto County,Wisconsin,11522,30377.0102820986,121,37929,319,0.010501648928123166
Southeast Fairbanks Census Area,Alaska,1903,27607.717974756997,20,6892,290,0.010509720940109251
Beltrami County,Minnesota,12179,25809.527846062556,128,47187,271,0.010509893993678512
Richardson County,Nebraska,1807,22975.206611570247,19,7864,241,0.010514664609039036
Callaway County,Missouri,12072,26980.756766421564,127,44742,283,0.010520211973821969
Sacramento County,California,286424,18454.4649748914,3016,1552057,194,0.01052984386415599
Douglas County,Minnesota,11106,29118.271676149023,117,38140,306,0.010534845934316172
Putnam County,West Virginia,16889,29918.5119574845,178,56449,315,0.010539404283620081
Nelson County,Kentucky,14507,31378.020028983625,153,46232,330,0.010546632587394826
Cortland County,New York,11365,23885.584582081083,120,47580,252,0.010558732859140055
Radford city,Virginia,5018,27497.397117650282,53,18248,290,0.010561976672738607
Logan County,Oklahoma,10884,22669.80483639166,115,48010,239,0.010565968296894816
Hunterdon County,New Jersey,26017,20918.863722250364,275,124370,221,0.01057001187465883
Anderson County,Kentucky,6620,29102.738822701893,70,22746,307,0.010574017967159849
Burnett County,Wisconsin,4062,26352.66640716232,43,15413,278,0.010585918006255095
Jefferson County,Colorado,128067,21971.380093020703,1356,582880,232,0.010588207726745994
Ralls County,Missouri,2455,23814.14298186051,26,10308,252,0.010590630933171856
Oldham County,Texas,565,26751.89393939394,6,2111,284,0.010619467146996965
Broome County,New York,48947,25695.581873923817,520,190487,272,0.010623735855877305
Harris County,Texas,1032781,21911.941145581943,10972,4713324,232,0.010623743077126347
San Miguel County,New Mexico,5926,21725.2630421234,63,27276,230,0.010631116931638256
Ford County,Kansas,10629,31616.050447663525,113,33618,336,0.010631291648967056
Gwinnett County,Georgia,177324,18939.81308411215,1886,936249,201,0.010635898123978763
Jackson County,Florida,14854,32003.274873960443,158,46413,340,0.010636865419167462
Warren County,Iowa,12591,24464.695138538063,134,51465,260,0.01064252235213627
Trousdale County,Tennessee,4228,37468.982630272956,45,11283,398,0.010643329928019632
Pamlico County,North Carolina,2630,20666.352349520665,28,12725,220,0.010646387427894014
Yancey County,North Carolina,5353,29625.32514250927,57,18068,315,0.010648234435863357
Mitchell County,North Carolina,3474,23215.717722534082,37,14963,247,0.010650546613398197
Jerome County,Idaho,6101,24991.80730788137,65,24411,266,0.010653990974365006
Ste. Genevieve County,Missouri,3655,20425.841064043816,39,17893,217,0.010670314345545434
Clay County,Iowa,4120,25724.275724275725,44,16015,274,0.010679611391271568
Clinton County,Illinois,12066,32122.890154943827,129,37561,343,0.01069119832014588
Crawford County,Kansas,11966,30825.905507754134,128,38817,329,0.01069697467243043
York County,Virginia,10189,14922.378441710604,109,68279,159,0.010697811260204032
Ashland County,Wisconsin,3364,21616.75877136615,36,15561,231,0.010701545460715056
Coconino County,Arizona,44091,30730.575148456883,472,143475,328,0.010705132542457344
Madison County,Alabama,90395,24240.498352144896,968,372908,259,0.01070855687736207
Henry County,Kentucky,4836,29988.83790152549,52,16125,322,0.010752687949696279
Greene County,Arkansas,16088,35494.76006618864,173,45324,381,0.010753356472194452
Jefferson County,Idaho,6043,20230.32372535235,65,29870,217,0.010756246719241325
Buncombe County,North Carolina,54155,20733.86908430995,583,261190,223,0.010765395603793934
Riverside County,California,597936,24202.58517752756,6439,2470545,260,0.010768711030817895
Clermont County,Ohio,51997,25188.92785862383,560,206427,271,0.01076985208613987
Somerset County,Maine,10213,20230.171935662787,110,50483,217,0.010770586401932965
Webb County,Texas,96110,34740.39587640791,1036,276651,374,0.010779315356592118
Ulster County,New York,33856,19065.96160452321,365,177572,205,0.010780954599536405
Knox County,Tennessee,127636,27138.52264343108,1377,470312,292,0.01078849226645422
Suwannee County,Florida,12972,29205.034108562035,140,44416,315,0.010792476019176102
Monroe County,West Virginia,4260,32090.395480225987,46,13274,346,0.010798121812250662
Yates County,New York,3704,14867.73973427528,40,24912,160,0.010799135777561128
Marinette County,Wisconsin,11760,29144.981412639405,127,40349,314,0.010799319636060208
Boyd County,Kentucky,16369,35037.88689584315,177,46717,378,0.010813122299388342
Dade County,Georgia,2679,16623.231571109456,29,16115,179,0.010824934273052098
Hamilton County,Ohio,191030,23368.355896769677,2069,817472,253,0.010830759560890562
Martin County,Florida,30920,19204.96894409938,335,160999,208,0.010834411349177194
Marshall County,Minnesota,2122,22729.220222793487,23,9335,246,0.010838830780450951
Vanderburgh County,Indiana,57248,31550.11545816777,621,181450,342,0.010847540506484872
Wood County,Wisconsin,21477,29420.95097193112,233,72998,319,0.01084881496089391
Bexar County,Texas,565099,28204.830017059685,6131,2003553,306,0.010849426381775685
Smith County,Kansas,645,18001.674574379012,7,3582,195,0.010852711495703644
Fauquier County,Virginia,13267,18627.671225183232,144,71221,202,0.010853998561438167
Yadkin County,North Carolina,11048,29330.71388748772,120,37666,318,0.010861694326016526
Pendleton County,Kentucky,3498,23975.32556545579,38,14589,260,0.0108633501754331
Bowman County,North Dakota,828,27380.95238095238,9,3023,297,0.01086956390464204
Brunswick County,North Carolina,30542,21384.960089623302,332,142819,232,0.010870276960021357
Adams County,Illinois,22525,34423.47367616719,245,65434,374,0.010876803503321627
Sutter County,California,20684,21330.088376937434,225,96970,232,0.010877973260114226
Bastrop County,Texas,21971,24763.590049930684,239,88722,269,0.010877975463665852
Crawford County,Illinois,6249,33476.18792521562,68,18666,364,0.010881740904436854
Spotsylvania County,Virginia,27655,20302.46301802298,301,136214,220,0.010884107716926024
Augusta County,Virginia,18922,25043.013314275126,206,75557,272,0.010886798378148195
Sioux County,Iowa,7987,22914.933295079612,87,34854,249,0.01089270050215725
Hancock County,Maine,7983,14517.976976376236,87,54986,158,0.01089815845048029
Cheatham County,Tennessee,10913,26835.02594241031,119,40666,292,0.010904425814126036
Braxton County,West Virginia,3940,28229.56222683958,43,13956,308,0.010913705306758748
Grundy County,Illinois,13009,25480.863399537746,142,51053,278,0.010915519940690907
Yakima County,Washington,72365,28845.272309096636,790,250872,314,0.01091687969195484
Spokane County,Washington,126127,24125.379209560866,1378,522797,263,0.010925495721831569
Saline County,Arkansas,31019,25334.661907756643,339,122436,276,0.010928785547797203
Trigg County,Kentucky,4016,27411.098218551633,44,14650,300,0.010956175025991657
Spencer County,Kentucky,5384,27822.85153222056,59,19350,304,0.010958395041634565
Winnebago County,Illinois,79104,27994.28110357714,867,282571,306,0.01096025484051343
Calhoun County,Florida,4103,29088.975540588443,45,14104,319,0.01096758442681978
Linn County,Iowa,53125,23433.433610050022,583,226705,257,0.010974117626401662
St. Louis County,Minnesota,48555,24390.91776761943,533,199069,267,0.010977242279935656
Mason County,Washington,12661,18962.67673136832,139,66767,208,0.010978595600832513
Ottawa County,Oklahoma,9199,29553.121084588944,101,31126,324,0.010979454169154756
Stanley County,South Dakota,637,20561.652679147835,7,3097,226,0.010989009263891797
Pendleton County,West Virginia,2001,28712.871287128713,22,6968,315,0.010994502199175303
Madison County,Montana,1819,21151.162790697676,20,8599,232,0.010995051622042241
Millard County,Utah,3274,24825.599029420686,36,13187,272,0.010995723549305938
Franklin County,Kentucky,13911,27281.28493263517,153,50990,300,0.01099849032421472
Fairfield County,Ohio,39082,24802.31510274538,430,157573,272,0.011002507520079557
DeSoto County,Mississippi,50344,27221.065722241747,554,184944,299,0.011004290459629171
Walker County,Texas,19223,26343.341875539598,212,72970,290,0.011028455438649245
Laramie County,Wyoming,26292,26424.120603015075,290,99499,291,0.011029971051917043
Jefferson County,Wisconsin,22026,25983.555309134234,243,84768,286,0.011032416185270061
Woods County,Oklahoma,2352,26748.54998294098,26,8792,295,0.011054421298706577
Providence County,Rhode Island,229262,35882.12185666371,2535,638930,396,0.011057218374149568
Wolfe County,Kentucky,2531,35363.979320944534,28,7156,391,0.011062820582267064
Wood County,Ohio,32072,24516.691255723643,355,130816,271,0.011068845064015823
Canyon County,Idaho,61709,26847.626050145962,685,229848,298,0.011100487755269917
Kalamazoo County,Michigan,60792,22934.665328635136,675,265065,254,0.011103434644190955
Lancaster County,South Carolina,25276,25788.678937272987,281,98011,286,0.011117265346109885
Pennington County,Minnesota,3687,26113.74743253771,41,14118,290,0.011120151583397027
Tensas Parish,Louisiana,988,22796.49284725427,11,4333,253,0.011133602111983592
Blount County,Tennessee,39149,29415.875210387112,436,133087,327,0.011136938335239883
Waller County,Texas,9695,17548.7818122579,108,55245,195,0.01113976264940936
Penobscot County,Maine,29710,19527.039461576886,331,152147,217,0.01114102991874443
Labette County,Kansas,6636,33826.07809154858,74,19617,377,0.011151295793380112
Calloway County,Kentucky,8414,21573.805799851285,94,39000,241,0.01117185629698293
Morrow County,Oregon,2950,25424.459191588383,33,11602,284,0.011186440298764734
Frederick County,Maryland,46910,18073.797809259977,525,259546,202,0.011191643548941284
Clark County,South Dakota,804,21520.342612419703,9,3735,240,0.011194028458454172
Dubuque County,Iowa,26325,27052.440114683846,295,97310,303,0.011206077830176343
Powhatan County,Virginia,5257,17728.989612842302,59,29651,198,0.011223130849854844
Pawnee County,Kansas,2138,33333.33333333333,24,6413,374,0.011225443815460999
St. Mary's County,Maryland,19328,17027.574663025283,217,113509,191,0.011227235041249818
Licking County,Ohio,42276,23903.382298062894,475,176861,268,0.01123568925339273
Carbon County,Wyoming,4627,31263.513513513513,52,14799,351,0.01123838315888517
Lee County,Mississippi,26783,31348.611826396365,301,85435,352,0.01123847212321819
Yellow Medicine County,Minnesota,2580,26573.282521371922,29,9708,298,0.011240309641848462
Vermilion County,Illinois,28275,37322.79099237044,318,75757,419,0.011246684310356555
Nuckolls County,Nebraska,977,23553.51976856316,11,4147,265,0.011258954835316803
Boone County,West Virginia,6660,31038.82182970592,75,21456,349,0.011261261092173257
Emery County,Utah,2486,24830.203755493407,28,10011,279,0.011263072756915817
Adair County,Missouri,5502,21710.136921437872,62,25342,244,0.011268629384430582
Grant County,Wisconsin,12945,25165.730282470497,146,51438,283,0.01127848581476643
Washburn County,Wisconsin,4078,25941.475826972008,46,15719,292,0.011280038958311943
Roane County,West Virginia,3187,23283.167738164815,36,13687,263,0.011295889196865729
Jones County,South Dakota,177,19601.328903654485,2,902,221,0.011299428644390597
Ellis County,Kansas,7165,25093.685427100478,81,28552,283,0.011304954482833852
Allen County,Indiana,103712,27343.072351891253,1173,379298,309,0.01131016660433685
Edgecombe County,North Carolina,13616,26453.21728318309,154,51471,299,0.011310223183679325
Deer Lodge County,Montana,2563,28041.57549234136,29,9139,317,0.011314864950649045
Burlington County,New Jersey,106935,24011.505583261664,1210,445348,271,0.011315284975625112
Weston County,Wyoming,1588,22924.78706510755,18,6926,259,0.011335011880666759
Morrison County,Minnesota,9262,27742.167375546636,105,33385,314,0.011336644230871905
Meade County,Kentucky,5821,20373.092538149238,66,28571,231,0.011338257836484147
Washoe County,Nevada,105973,22474.810134904426,1202,471518,254,0.011342511761163208
Middlesex County,Massachusetts,352032,21842.29189197238,3998,1611698,248,0.011356922094764986
Mariposa County,California,2464,14323.083183165729,28,17202,162,0.011363635902449841
Sweetwater County,Wyoming,11088,26186.146470490992,126,42342,297,0.011363636261150467
Hernando County,Florida,42396,21862.62376237624,482,193919,248,0.011368997048379572
Mountrail County,North Dakota,3254,30858.226647700332,37,10544,350,0.011370620424996298
Cass County,Minnesota,7123,23919.540615870243,81,29778,272,0.011371612924728164
Pope County,Arkansas,18455,28803.53352478462,210,64071,327,0.011379030011492658
New London County,Connecticut,58138,21921.826806331683,662,265205,249,0.011386700589310433
Isanti County,Minnesota,10263,25280.81584392551,117,40595,288,0.011400175276233313
Prairie County,Montana,263,24419.684308263695,3,1076,278,0.011406839769262446
Pulaski County,Arkansas,103939,26521.072386332613,1186,391910,302,0.011410538862784383
Haskell County,Kansas,964,24294.354838709678,11,3967,277,0.011410787198051121
King William County,Virginia,3767,21967.576393748543,43,17147,250,0.011414918730689706
Wallace County,Kansas,438,28853.75494071146,5,1517,329,0.011415522507871574
Roberts County,Texas,175,20491.803278688523,2,853,234,0.011428564897962915
Martin County,Minnesota,5685,28882.79225727785,65,19682,330,0.011433596984457397
Waynesboro city,Virginia,6033,26659.301811754307,69,22629,304,0.01143709578257756
Hamilton County,Tennessee,100018,27193.2877293341,1144,367803,311,0.011437941159153411
Windham County,Connecticut,26643,22814.30357418095,305,116781,261,0.01144765975510393
Niagara County,New York,51069,24402.1196381898,585,209280,279,0.01145509014968946
Johnson County,Illinois,4538,36546.6698880567,52,12416,418,0.011458792167060552
Dundy County,Nebraska,349,20614.2941523922,4,1692,236,0.011461314767531585
Montgomery County,Tennessee,50256,24046.738407506473,576,208992,275,0.011461318028770063
Coles County,Illinois,15526,30671.06536812785,178,50620,351,0.011464639884937268
Allendale County,South Carolina,2093,24090.69981583794,24,8687,276,0.011466793527625726
Los Angeles County,California,2768470,27576.855192399085,31766,10039106,316,0.011474207774999396
Traverse County,Minnesota,871,26725.98956735195,10,3258,306,0.011481054939029284
Peoria County,Illinois,47902,26734.15969505355,550,179178,306,0.011481775267250272
Montgomery County,Maryland,177997,16940.994852896387,2044,1050687,194,0.011483339600395883
Spencer County,Indiana,5221,25748.38486955664,60,20276,295,0.011492051111050543
Greene County,North Carolina,5826,27652.00056955717,67,21068,318,0.011500171446958952
Deuel County,South Dakota,1043,23971.50080441278,12,4350,275,0.011505272147145527
Johnson County,Missouri,12165,22501.94221449447,140,54061,258,0.011508425717152276
Rogers County,Oklahoma,25435,27509.49069317211,293,92458,316,0.011519559616593043
Houghton County,Michigan,7982,22368.568546127117,92,35683,257,0.01152593320563852
Aroostook County,Maine,14393,21464.469465364255,166,67054,247,0.01153338420389506
Person County,North Carolina,9449,23927.57660167131,109,39489,276,0.01153561211201596
Howard County,Missouri,2167,21667.833216678333,25,10000,249,0.011536686131209683
Muskingum County,Ohio,25481,29555.18181290959,294,86214,341,0.011538008667093093
Franklin County,Kansas,7018,27474.162229877857,81,25543,317,0.01154174962180465
Martin County,Indiana,2164,21101.901511457825,25,10254,243,0.011552679687953803
Hampton city,Virginia,28527,21208.08861794662,330,134509,245,0.011567988181133703
Lincoln County,Oregon,7000,14010.648092550338,81,49961,162,0.011571428406122452
Swain County,North Carolina,3715,26031.812767150164,43,14270,301,0.01157469686205392
Ingham County,Michigan,66384,22702.680519551584,769,292405,262,0.011584116637165406
Greenville County,South Carolina,173338,33108.70952091714,2008,523541,383,0.011584303492838094
Wilson County,Tennessee,41683,28815.059070767402,483,144656,333,0.011587457688776103
Osage County,Oklahoma,10940,23294.934309988716,127,46962,270,0.0116087750309984
Hampshire County,Massachusetts,30837,19173.661630292856,358,160829,222,0.011609430192270875
Anne Arundel County,Maryland,92813,16023.403322318785,1078,579233,186,0.011614752231244812
Benson County,North Dakota,1980,28981.26463700234,23,6831,336,0.011616161029486817
Jefferson Parish,Louisiana,115373,26676.26990494644,1341,432492,310,0.011623170055712194
Carroll County,Illinois,4301,30066.410346032855,50,14304,349,0.011625203170769514
Rock County,Nebraska,172,12675.018422991894,2,1356,147,0.011627900216337084
Midland County,Michigan,19428,23363.31713887152,226,83155,271,0.01163269501939111
Nash County,North Carolina,26558,28163.905915289826,309,94297,327,0.011634912223680577
Teller County,Colorado,4897,19288.640302505122,57,25387,224,0.01163977921911825
Barry County,Michigan,14514,23580.828594638504,169,61549,274,0.011643929918396514
Alexander County,Illinois,1288,22357.22964763062,15,5760,260,0.011645961828729672
St. Tammany Parish,Louisiana,73066,28057.092608450228,851,260418,326,0.011647004062563977
Lafayette County,Mississippi,15364,28441.844536181718,179,54018,331,0.011650611744007994
Hardy County,West Virginia,4202,30502.322880371663,49,13775,355,0.011661113477841182
Rockcastle County,Kentucky,5059,30302.48577418389,59,16694,353,0.011662383639802655
Bartholomew County,Indiana,21330,25459.84077155373,249,83778,297,0.011673698960742152
Erie County,New York,227059,24715.196004798072,2651,918701,288,0.011675379521765101
Limestone County,Alabama,25065,25339.93833089016,293,98914,296,0.011689606975106296
Clay County,Kentucky,7867,39530.67685040953,92,19900,462,0.01169441957932605
Thomas County,Kansas,2394,30783.07830783078,28,7776,360,0.011695905944197746
Brown County,South Dakota,10344,26633.023507299364,121,38838,311,0.011697602361778787
Warrick County,Indiana,20248,32140.70287945649,237,62997,376,0.011704859681426018
Henry County,Illinois,12884,26340.645636129455,151,48912,308,0.011719962653524041
Wasco County,Oregon,5119,19185.218499362865,60,26681,224,0.011721039036510275
Marion County,West Virginia,15266,27225.70980168355,179,56071,319,0.011725402779212612
Karnes County,Texas,5968,38253.95807961028,70,15600,448,0.011729222323572012
Lincoln Parish,Louisiana,12269,26248.34196226092,144,46741,308,0.011736897777024226
Woodbury County,Iowa,28838,27969.003074476033,339,103106,328,0.011755322797158877
Washita County,Oklahoma,2635,24138.87871015024,31,10915,284,0.011764705435874556
Bristol County,Rhode Island,14360,29621.073041935684,169,48478,348,0.01176880214645681
Andrew County,Missouri,4758,26863.143631436313,56,17711,316,0.0117696508665479
Hubbard County,Minnesota,5010,23312.08412823973,59,21490,274,0.011776446870729602
Wells County,North Dakota,1018,26551.904016692748,12,3833,313,0.011787818095499204
Traill County,North Dakota,2205,27439.024390243903,26,8035,323,0.011791382685198063
Crawford County,Michigan,2629,18739.75336802338,31,14028,220,0.011791555276091468
Lyon County,Kentucky,2881,35091.35200974421,34,8209,414,0.011801457417512758
Marshall County,Iowa,9488,24100.18034494145,112,39368,284,0.011804384361252274
Dallas County,Texas,573644,21765.908459671653,6772,2635515,256,0.011805231116893888
Fresno County,California,233314,23352.393802028026,2755,999100,275,0.01180812123927063
Bannock County,Idaho,20914,23817.87536443149,247,87807,281,0.011810270575641815
White Pine County,Nevada,1693,17672.233820459292,20,9579,208,0.011813348386689404
Republic County,Kansas,1354,29206.21225194133,16,4635,345,0.011816838122833226
Rush County,Indiana,4906,29588.082745310894,58,16580,349,0.011822258218054256
Miami County,Kansas,7865,22972.22303356018,93,34236,271,0.011824538946922581
Elko County,Nevada,11668,22107.696388646782,138,52777,261,0.011827219644950124
Las Animas County,Colorado,3635,25058.596442851234,43,14505,296,0.011829435713082924
Ellis County,Texas,49172,26604.482053390755,582,184825,314,0.011836004205979005
Conway County,Arkansas,5491,26340.784802839873,65,20845,311,0.011837552142823672
Hood River County,Oregon,3548,15174.065520485843,42,23381,179,0.011837654683267905
Marion County,Florida,84120,23010.07442987699,996,365578,272,0.011840228231288363
Bourbon County,Kansas,4391,30211.916884546583,52,14533,357,0.011842404649455598
Harrison County,Kentucky,6417,33977.54950757175,76,18885,402,0.011843540410728683
Chickasaw County,Iowa,2701,22634.710466772813,32,11932,268,0.011847463463625935
Clallam County,Washington,11901,15389.688481980058,141,77330,182,0.011847743787515809
Montgomery County,Illinois,9872,34743.43633420145,117,28413,411,0.011851701662766395
Maury County,Tennessee,29020,30107.79461960638,344,96386,356,0.011853893825451779
Jefferson County,Missouri,53990,23986.92026426042,640,225080,284,0.011854047023793208
Muhlenberg County,Kentucky,10190,33276.72914897786,121,30621,395,0.011874386537052145
Williamson County,Illinois,22816,34259.80149255973,271,66596,406,0.011877629681462
Horry County,South Carolina,97534,27545.674577285987,1159,354080,327,0.011883035647176332
Bracken County,Kentucky,2186,26327.833313260264,26,8302,313,0.011893869538249334
Charles Mix County,South Dakota,2942,31661.644425312097,35,9291,376,0.011896668528325337
Crawford County,Iowa,4539,26985.73127229489,54,16819,321,0.011896893326792392
Lyon County,Kansas,10084,30378.068986293114,120,33194,361,0.011900039548789772
Yamhill County,Oregon,17722,16547.15219421102,211,107099,197,0.011906105338527788
Frederick County,Virginia,20904,23405.32733196735,249,89312,278,0.011911595809837371
Laurel County,Kentucky,20315,33405.68628418266,242,60812,397,0.011912379956129067
Grays Harbor County,Washington,16620,22141.99118050652,198,75060,263,0.01191335732904117
Boone County,Indiana,15189,22388.45569918783,181,67842,266,0.011916518454694066
Codington County,South Dakota,8474,30254.56103395337,101,28008,360,0.011918810338461054
Chippewa County,Michigan,8722,23352.700206163485,104,37348,278,0.011923870535153973
Steuben County,New York,21216,22243.89016450162,253,95378,265,0.011924962236401949
Noble County,Indiana,13064,27362.60053619303,156,47743,326,0.011941212400939894
Racine County,Wisconsin,57729,29406.910463499244,690,196310,351,0.01195239825399297
Kern County,California,193005,21440.18786894497,2307,900201,256,0.011953058204734043
Polk County,Minnesota,8950,28535.901033031503,107,31363,341,0.011955307128990983
Kosciusko County,Indiana,19737,24840.163109142166,236,79455,297,0.011957237614849077
Marshall County,Tennessee,10369,30164.363636363636,124,34374,360,0.011958723001651819
Greenup County,Kentucky,12124,34543.27881930594,145,35097,413,0.011959749159025495
Charlotte County,Florida,36528,19336.19183738288,437,188909,231,0.011963425284813225
Green County,Kentucky,3761,34375.28562288639,45,10940,411,0.011964902633211842
Coal County,Oklahoma,1671,30409.463148316652,20,5494,364,0.01196888019336444
Bayfield County,Wisconsin,3425,22778.664538441077,41,15035,272,0.011970802570195544
Coryell County,Texas,17626,23207.0677147108,211,75950,277,0.011970951934806807
Greensville County,Virginia,3341,29472.477064220184,40,11335,352,0.011972462975981353
Grant County,Oregon,1670,23197.666342547578,20,7198,277,0.011976047187063042
St. Helena Parish,Louisiana,1920,18949.861823924202,23,10131,227,0.011979166042751769
Macon County,Illinois,31113,29913.757463296446,373,104008,358,0.011988557799027551
Lake County,South Dakota,2335,18246.464015003516,28,12796,218,0.011991434175955709
Jackson County,Oregon,42608,19284.52458541531,511,220943,231,0.01199305291965581
Richland County,Wisconsin,3995,23156.735450962206,48,17251,278,0.012015018472715432
Ward County,North Dakota,20887,30879.200484913,251,67640,371,0.012017044036879186
Henderson County,Kentucky,13972,30904.66710904667,168,45209,371,0.012024048010134212
Charlevoix County,Michigan,4989,19083.502275943847,60,26142,229,0.012026457966998236
Greene County,Iowa,1745,19633.213321332132,21,8887,236,0.012034383264505257
Ashe County,North Carolina,6471,23787.817520126457,78,27202,286,0.01205377820964645
Kershaw County,South Carolina,21623,32490.871662334146,261,66550,392,0.012070480451045274
Fremont County,Colorado,15481,32360.626267271473,187,47838,390,0.012079322963120451
East Baton Rouge Parish,Louisiana,111670,25376.142744495624,1349,440058,306,0.012080236400035608
Shelby County,Kentucky,13410,27353.94908616188,162,49023,330,0.012080536822665647
Transylvania County,North Carolina,6199,18028.20997527992,75,34384,218,0.01209872540573116
Hot Spring County,Arkansas,11237,33274.11092357348,136,33770,402,0.012102874324972196
Putnam County,Tennessee,25114,31296.653997133777,304,80244,378,0.012104802054213578
Eureka County,Nevada,165,8132.084770823066,2,2028,98,0.012121204775027409
Midland County,Texas,40910,23134.952949692364,496,176831,280,0.012124174988696713
Monroe County,Michigan,39169,26025.91362126246,475,150499,315,0.012126937087679193
Otter Tail County,Minnesota,13763,23427.978075102987,167,58745,284,0.012133982328460493
Mayes County,Oklahoma,10384,25265.206812652068,126,41099,306,0.012134052271436324
Estill County,Kentucky,4120,29207.42946264001,50,14105,354,0.012135922035535871
Doña Ana County,New Mexico,63648,29170.23763147643,773,218194,354,0.012144922052311272
George County,Mississippi,7163,29236.73469387755,87,24499,355,0.012145748818291932
Green Lake County,Wisconsin,5268,27853.85713530376,64,18912,338,0.012148822852148388
Giles County,Virginia,4115,24611.244019138758,50,16719,299,0.0121506679914783
Amherst County,Virginia,7316,23148.236038601488,89,31604,281,0.012165117384293092
Benton County,Minnesota,14298,34967.839761305,174,40888,425,0.012169534115473954
Marathon County,Wisconsin,40330,29721.722724994845,491,135691,361,0.012174559850794546
Columbia County,Oregon,7554,14428.696947702181,92,52353,175,0.012178977863661929
Lonoke County,Arkansas,19951,27214.939502653153,243,73308,331,0.012179840548444485
Mills County,Iowa,3365,22271.49381163545,41,15108,271,0.012184249266441328
Caroline County,Virginia,6976,22704.637917005693,85,30724,276,0.0121846328528579
Baldwin County,Alabama,55862,25023.96588333318,681,223233,305,0.012190755769233548
Charles County,Maryland,28947,17730.939561550193,353,163256,216,0.012194700617698895
Yuma County,Colorado,1886,18824.23395548458,23,10018,229,0.012195121304606506
Natrona County,Wyoming,22380,28024.743920458815,273,79857,341,0.012198391366405758
Jefferson County,Oregon,7214,29256.225160191418,88,24657,356,0.012198502741911522
Blaine County,Oklahoma,2458,26068.51203733164,30,9428,318,0.012205044255287052
Greene County,Pennsylvania,8513,23495.156349184446,104,36232,287,0.012216609747249975
Twin Falls County,Idaho,24129,27773.429406754298,295,86877,339,0.012225952123063731
Brown County,Minnesota,6624,26487.523992322454,81,25007,323,0.012228260684959833
Bledsoe County,Tennessee,4661,30941.317047265,57,15063,378,0.012229135116302614
Sumner County,Kansas,5724,25065.685759327378,70,22835,306,0.012229210128769914
St. Joseph County,Indiana,70553,25955.206639541473,863,271825,317,0.01223193909226831
Reno County,Kansas,18632,30052.58234136585,228,61997,367,0.01223701152728096
